name,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price
Maruti Ciaz VDi Option SHVS,2015,65000,Diesel,Dealer,Manual,First Owner,14.17,707406,565000
Maruti Zen Estilo LXI BSIII,2007,10211,Petrol,Individual,Manual,First Owner,13,707537,275000
Ford Fiesta 1.4 SXi TDCi ABS,2008,120000,Diesel,Individual,Manual,Second Owner,12,708339,270000
Maruti Swift Dzire ZXI,2016,35000,Petrol,Individual,Manual,First Owner,15,708542,620000
Nissan Terrano XL Plus 85 PS,2015,55000,Diesel,Dealer,Manual,First Owner,14,708601,530000
Toyota Innova Crysta 2.5 VX BS IV,2011,120000,Diesel,Individual,Manual,First Owner,11,708848,520000
Renault Duster 85PS Diesel RxE,2013,73000,Diesel,Dealer,Manual,First Owner,11.01,708868,450000
Renault Duster 85PS Diesel RxL Plus,2013,62668,Diesel,Dealer,Manual,First Owner,12,709999,570000
Maruti Celerio ZXI MT BSIV,2019,3700,Petrol,Individual,Manual,First Owner,13,710182,425000
Hyundai EON Magna Plus,2018,6000,Petrol,Individual,Manual,First Owner,13,710921,360000
Maruti Ciaz ZXi,2016,30000,Petrol,Dealer,Manual,First Owner,13.39,711054,625000
Honda Amaze VX Petrol BSIV,2018,39000,Petrol,Dealer,Manual,First Owner,9,711100,690000
Ford Figo Aspire 1.5 TDCi Titanium,2020,45000,Diesel,Dealer,Manual,First Owner,12,711189,530000
Hyundai EON Sportz,2016,30000,Petrol,Individual,Manual,First Owner,12,711557,340000
Volkswagen Vento Magnific 1.6 Highline,2013,97248,Petrol,Dealer,Manual,First Owner,11,711709,380000
Hyundai Verna 1.4 EX,2011,31000,Diesel,Individual,Manual,First Owner,14,712286,500000
Volkswagen Jetta 1.9 Highline TDI,2008,90000,Diesel,Individual,Automatic,Second Owner,14.38,712931,285000
Maruti Swift VDI BSIV,2016,70000,Diesel,Individual,Manual,First Owner,10.12,713039,595000
Renault Duster 85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,13.68,713169,450000
Mahindra Bolero DI,2004,110000,Diesel,Individual,Manual,Third Owner,14.32,713174,315000
Maruti Celerio VXI,2017,93000,Petrol,Dealer,Manual,First Owner,12.4,713271,430000
Maruti Wagon R VXI BS IV,2017,48000,Petrol,Individual,Manual,Third Owner,13,713852,350000
Mahindra Scorpio EX,2013,110000,Diesel,Individual,Manual,First Owner,15,714619,450000
Maruti Ertiga VDI Limited Edition,2014,80000,Diesel,Individual,Manual,Second Owner,13,714679,535000
Mahindra Supro VX 8 Str,2017,160000,Diesel,Individual,Manual,First Owner,11,715108,500000
Tata Sumo Gold EX BSIII,2015,55250,Diesel,Individual,Manual,First Owner,11.05,715434,399000
Honda City i-DTEC SV,2014,80000,Diesel,Dealer,Manual,First Owner,14,715627,495000
Honda City i DTEC S,2014,82000,Diesel,Individual,Manual,First Owner,13,715676,520000
Maruti Swift Dzire VXi,2009,60000,Petrol,Individual,Manual,Third Owner,15,715914,250000
Tata Zest Revotron 1.2 XT,2014,35000,Petrol,Individual,Manual,First Owner,15,716182,400000
Mahindra KUV 100 D75 K4 Plus 5Str,2016,31367,Diesel,Dealer,Manual,First Owner,11,716428,470000
Tata Safari DICOR 2.2 EX 4x2,2013,100000,Diesel,Individual,Manual,First Owner,11.48,716682,380000
Ford Endeavour XLT TDCi 4X2,2008,190000,Diesel,Individual,Manual,Second Owner,10.84,716928,280000
Renault KWID RXL,2019,10000,Petrol,Individual,Manual,First Owner,9.09,717160,375000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,Diesel,Dealer,Manual,First Owner,9,718447,385000
Maruti Wagon R VXI,2016,33000,Petrol,Dealer,Manual,First Owner,10,718504,360000
Maruti Swift Dzire LDI,2019,5000,Diesel,Individual,Manual,First Owner,9,719193,650000
Maruti Swift ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,10,720003,670000
Maruti Ignis 1.3 Delta,2018,26350,Diesel,Dealer,Manual,First Owner,13.1,720357,590000
Hyundai Grand i10 1.2 Kappa Asta,2019,15000,Petrol,Individual,Manual,First Owner,12,720371,500000
Maruti Alto K10 VXI,2018,22155,Petrol,Individual,Manual,First Owner,14,720442,380000
Maruti Ertiga VXI,2014,25000,Petrol,Individual,Manual,First Owner,11.14,721053,500000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,15,721532,550000
Skoda Rapid 1.5 TDI AT Ambition,2015,46957,Diesel,Dealer,Automatic,First Owner,14,721705,599000
Mahindra Thar 4X2,2014,35000,Diesel,Individual,Manual,First Owner,13.83,722024,500000
Volkswagen Polo Diesel Highline 1.2L,2013,75000,Diesel,Dealer,Manual,First Owner,12.63,722207,400000
Hyundai Grand i10 Asta,2014,80000,Petrol,Individual,Manual,Second Owner,12,722228,450000
Mahindra Scorpio 2.6 Turbo 7 Str,2008,120000,Diesel,Individual,Manual,Second Owner,12.53,722672,325000
Honda Amaze S i-Vtech,2016,50000,Petrol,Individual,Manual,First Owner,10.88,722933,490000
Maruti Swift VDI,2013,90000,Diesel,Individual,Manual,First Owner,12.77,722964,390000
Hyundai Verna 1.6 SX VTVT,2013,59319,Petrol,Dealer,Manual,First Owner,10.46,723028,425000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,Diesel,Dealer,Manual,First Owner,14.41,723371,385000
Hyundai i20 Asta 1.2,2016,40000,Petrol,Individual,Manual,First Owner,10.55,723914,500000
Mahindra Scorpio VLS 2.2 mHawk,2008,270000,Diesel,Individual,Manual,Third Owner,11.06,724407,300000
Hyundai Verna SX CRDi AT,2012,72000,Diesel,Dealer,Automatic,Second Owner,14.32,724825,500000
Honda City S,2013,96987,Petrol,Dealer,Manual,First Owner,15,725200,450000
Maruti Swift VDI BSIV,2014,163000,Diesel,Individual,Manual,First Owner,13,725233,470000
Tata New Safari DICOR 2.2 EX 4x2,2010,100000,Diesel,Individual,Manual,First Owner,12,725713,350000
Hyundai i20 Magna 1.2,2016,25000,Petrol,Individual,Manual,First Owner,11,725725,600000
Maruti Ertiga VDI,2014,100000,Diesel,Individual,Manual,Second Owner,15,725738,500000
Maruti Swift Dzire VDI,2016,60000,Diesel,Individual,Manual,First Owner,14.18,725883,525000
Mahindra Bolero Power Plus SLE,2018,40000,Diesel,Individual,Manual,First Owner,10,726287,630000
Mahindra Jeep CL 500 MDI,1996,35000,Diesel,Individual,Manual,Second Owner,15,726830,250000
Maruti Ertiga VXI,2014,20000,Petrol,Individual,Manual,First Owner,10,727633,600000
Hyundai i10 Era 1.1,2009,27633,Petrol,Individual,Manual,First Owner,13.11,728003,270000
Ford Figo Petrol EXI,2014,90000,Petrol,Individual,Manual,Second Owner,12,728142,350000
Maruti Eeco 5 STR With AC Plus HTR CNG,2018,45000,CNG,Individual,Manual,First Owner,14,728256,409999
Maruti Swift Dzire VDI,2015,170000,Diesel,Individual,Manual,First Owner,13.16,728305,470000
Hyundai Verna 1.6 CRDI,2012,26000,Diesel,Individual,Manual,First Owner,13,728594,500000
Maruti Swift Ldi BSIII,2009,217871,Diesel,Dealer,Manual,First Owner,12,729201,300000
Hyundai Grand i10 1.2 Kappa Asta,2017,50000,Petrol,Individual,Manual,First Owner,9,729268,500000
Maruti Ertiga VDI,2012,120000,Diesel,Individual,Manual,Third Owner,13,729576,600000
Hyundai i20 1.4 Sportz,2017,44000,Diesel,Dealer,Manual,First Owner,11,730516,680000
Hyundai i20 Sportz 1.2,2013,59213,Petrol,Individual,Manual,First Owner,13.51,730602,400000
Maruti SX4 Zxi BSIII,2008,10000,Petrol,Individual,Manual,First Owner,11.79,730932,350000
Maruti Swift ZXI,2014,40000,Petrol,Individual,Manual,First Owner,12.38,730940,470000
Hyundai i20 Magna Optional 1.4 CRDi,2013,100000,Diesel,Individual,Manual,First Owner,10,731969,400000
Nissan Micra Active XV,2017,16267,Petrol,Dealer,Manual,First Owner,14.99,732091,434999
Honda City i DTec SV,2014,40000,Diesel,Dealer,Manual,First Owner,10.64,732335,450000
Maruti Alto K10 VXI,2016,20000,Petrol,Individual,Manual,First Owner,14,732349,350000
Maruti Swift VXI Deca,2016,38000,Petrol,Individual,Manual,First Owner,14,732356,500000
Maruti Swift VXI BSIV,2019,10000,Petrol,Individual,Manual,First Owner,10,732830,600000
Maruti Baleno Alpha 1.2,2017,52000,Petrol,Dealer,Manual,First Owner,11.23,732992,625000
Maruti Swift 1.3 VXI ABS,2015,24600,Petrol,Dealer,Manual,First Owner,11,733329,475000
Honda Amaze VX O iDTEC,2017,12997,Diesel,Dealer,Manual,First Owner,13.1,733625,550000
Renault Duster Petrol RxL,2013,100000,Petrol,Individual,Manual,Second Owner,12,734007,400000
Fiat Linea Classic 1.3 Multijet,2015,130000,Diesel,Individual,Manual,First Owner,13.52,734266,350000
Hyundai Grand i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,11.62,734371,520000
Hyundai i20 Asta 1.4 CRDi,2015,90000,Diesel,Individual,Manual,First Owner,12.31,734533,550000
Maruti Swift Ldi BSIV,2009,100000,Diesel,Individual,Manual,Second Owner,14.69,735203,275000
Maruti Wagon R VXI BS IV,2017,30000,Petrol,Individual,Manual,First Owner,12.13,735384,350000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,400000,Diesel,Individual,Manual,Third Owner,14.41,735530,400000
Hyundai Grand i10 AT Asta,2015,30000,Petrol,Individual,Automatic,First Owner,13,735975,400000
Maruti Swift VDI BSIV,2017,25000,Diesel,Individual,Manual,First Owner,9,736359,509999
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,31000,Petrol,Dealer,Manual,First Owner,10,736664,550000
Honda Mobilio S i DTEC,2015,104000,Diesel,Individual,Manual,Second Owner,12,737009,420000
Renault Duster RXL AWD,2014,66569,Diesel,Dealer,Manual,First Owner,13.35,737176,550000
Renault Duster 85PS Diesel RxL,2016,160000,Diesel,Individual,Manual,First Owner,10,737335,700000
Honda City 1.5 S MT,2009,120000,Petrol,Individual,Manual,Second Owner,10,737588,300000
Mahindra Scorpio S10 7 Seater,2015,50000,Diesel,Individual,Manual,First Owner,12.98,738038,630000
Honda City 1.5 V MT,2012,47000,Petrol,Dealer,Manual,Second Owner,12,738063,434999
Maruti Swift Dzire LXI,2015,70000,Petrol,Individual,Manual,First Owner,9,738354,375000
Volkswagen Polo 1.5 TDI Highline,2015,30000,Diesel,Individual,Manual,Second Owner,10,739078,500000
Honda Jazz 1.5 VX i DTEC,2016,121764,Diesel,Dealer,Manual,First Owner,9.87,739094,596000
Ford Fiesta Titanium 1.5 TDCi,2011,80000,Diesel,Individual,Manual,First Owner,14.81,740002,550000
Honda City 1.5 E MT,2010,50000,Petrol,Individual,Manual,First Owner,9,740024,400000
Toyota Corolla Altis 1.8 VL AT,2010,80000,Petrol,Individual,Automatic,Third Owner,13.41,740257,350000
Maruti Swift Dzire LDI,2015,73000,Diesel,Individual,Manual,Third Owner,13.28,740314,430000
Honda Amaze S i-DTEC,2016,90000,Diesel,Individual,Manual,First Owner,14,740318,475000
Mahindra Bolero SLX,2016,51000,Diesel,Dealer,Manual,First Owner,9,740635,585000
Hyundai i20 1.2 Asta Option,2017,37000,Petrol,Individual,Manual,First Owner,9,740701,640000
Hyundai Grand i10 1.2 Kappa Asta,2017,50000,Petrol,Individual,Manual,First Owner,12.69,741040,500000
Maruti Swift Dzire LDI,2014,70000,Diesel,Individual,Manual,Second Owner,9.48,741079,450000
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,70000,Diesel,Dealer,Manual,First Owner,14,741107,440000
Maruti Ciaz VDi Option SHVS,2015,65000,Diesel,Dealer,Manual,First Owner,9,741173,565000
Maruti Wagon R LX BS IV,2014,40000,Petrol,Dealer,Manual,First Owner,14,741226,350000
Mahindra TUV 300 T4 Plus,2017,60000,Diesel,Individual,Manual,First Owner,9.9,741651,650000
Tata Safari Storme EX,2013,80000,Diesel,Individual,Manual,Third Owner,12,742215,430000
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,70000,Diesel,Individual,Automatic,First Owner,10.4,742503,525000
Hyundai Elite i20 Magna Plus BSIV,2020,7300,Petrol,Individual,Manual,First Owner,10,742574,545000
Mahindra Bolero SLE,2009,178000,Diesel,Individual,Manual,Second Owner,14.19,742815,300000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,300000,Diesel,Individual,Manual,First Owner,11.73,743004,229999
Nissan Terrano XL Plus 85 PS,2015,100000,Diesel,Individual,Manual,First Owner,15,743092,451000
Maruti Swift VDI Optional,2015,90000,Diesel,Individual,Manual,First Owner,14,743125,350000
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,244000,Diesel,Individual,Manual,First Owner,9,743610,650000
Hyundai Grand i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,13,743807,520000
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,33000,,Individual,Manual,Second Owner,,744569,390000
Mahindra Bolero 2011-2019 SLX,2013,107000,Diesel,Individual,Manual,First Owner,12.04,744639,400000
Maruti Swift VDI,2007,50000,Diesel,Dealer,Manual,First Owner,13,744870,225000
Maruti Swift Dzire VDI,2014,260000,Diesel,Individual,Manual,Second Owner,10,745658,450000
Renault Duster 85PS Diesel RxE,2014,58231,Diesel,Dealer,Manual,First Owner,12,745783,550000
Mahindra Bolero Power Plus SLX,2017,120000,Diesel,Individual,Manual,First Owner,9,746101,628000
Hyundai Xcent 1.2 VTVT S,2019,7000,Petrol,Individual,Manual,Second Owner,12.07,746230,660000
Maruti Swift Dzire VDi,2009,190000,Diesel,Individual,Manual,Third Owner,11,746299,270000
Tata Tiago 1.2 Revotron XTA,2018,15000,Petrol,Individual,Automatic,First Owner,12.11,746540,426000
Mercedes-Benz E-Class 220 CDI,2001,100000,Diesel,Individual,Manual,Second Owner,14.38,748206,350000
Toyota Innova 2.5 G4 Diesel 8-seater,2007,80000,Diesel,Individual,Manual,Second Owner,11.43,748235,250000
Maruti Swift VXI,2019,5000,Petrol,Individual,Manual,First Owner,13.82,748589,600000
Toyota Corolla Altis 1.8 J,2008,35000,Petrol,Individual,Manual,Second Owner,12,748764,400000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,28643,Petrol,Dealer,Manual,First Owner,11,749645,396000
Toyota Etios Cross 1.2L G,2015,23839,Petrol,Dealer,Manual,First Owner,11.08,749975,421000
Hyundai i20 Active SX Petrol,2016,23000,Petrol,Dealer,Manual,First Owner,10.29,750017,550000
Hyundai Verna 1.6 SX VTVT (O),2013,89000,Petrol,Individual,Manual,Second Owner,14.41,750630,530000
Hyundai Elantra CRDi S,2012,40000,Diesel,Individual,Manual,First Owner,14,750650,625000
Maruti Swift VXI,2012,59858,Petrol,Dealer,Manual,First Owner,13,751330,370000
Skoda Superb Elegance 2.0 TDI CR AT,2009,100000,Diesel,Individual,Automatic,Second Owner,11.77,751595,355000
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2014,70000,Diesel,Dealer,Manual,First Owner,14.84,752620,465000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,5000,Petrol,Individual,Manual,First Owner,9,752841,545000
Mahindra Bolero SLX,2016,51000,Diesel,Dealer,Manual,First Owner,11,753018,585000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,120000,Diesel,Individual,Manual,Second Owner,9.74,753391,550000
Mahindra Scorpio SLE BSIII,2010,185000,Diesel,Individual,Manual,First Owner,13.98,754394,400000
Hyundai Verna 1.6 SX CRDi (O),2012,60000,Diesel,Individual,Manual,Second Owner,14.48,754490,409999
Mahindra XUV500 W8 2WD,2012,150000,Diesel,Individual,Manual,Second Owner,14,754819,400000
Hyundai Grand i10 Magna,2015,90000,Petrol,Individual,Manual,First Owner,13,755303,390000
Ford Ecosport 1.0 Ecoboost Titanium,2014,72000,Petrol,Individual,Manual,Second Owner,10.01,755497,550000
Maruti Ertiga VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,15,755827,625000
Volkswagen Polo SR Petrol 1.2L,2013,50000,Petrol,Individual,Manual,First Owner,11.44,756757,380000
Renault Duster 85PS Diesel RxL,2017,32000,Diesel,Individual,Manual,Second Owner,12.96,757192,610000
Mahindra Bolero SLX,2007,100000,Diesel,Individual,Manual,Second Owner,11,757720,300000
Honda Jazz VX,2011,11473,Petrol,Dealer,Manual,First Owner,13,757961,385000
Nissan Micra Active XV Petrol,2017,30000,Petrol,Individual,Manual,First Owner,12.97,757981,399000
Maruti Swift ZDi,2013,120000,Diesel,Individual,Manual,First Owner,14,758844,365000
Volkswagen Jetta 1.4 TSI Comfortline,2013,50000,Petrol,Individual,Manual,First Owner,15,760034,450000
Maruti Swift LDI BSIV,2015,59385,Diesel,Dealer,Manual,First Owner,12,760853,490000
Renault Duster 110PS Diesel RxZ,2012,100000,Diesel,Individual,Manual,First Owner,13,760957,490000
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,23000,Petrol,Individual,Manual,First Owner,12,761190,640000
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,72000,Diesel,Dealer,Manual,First Owner,15,761417,565000
Hyundai i20 Active 1.2 SX,2016,26000,Petrol,Individual,Manual,First Owner,9,761516,650000
Hyundai Verna 1.6 SX,2012,120000,Diesel,Individual,Manual,Third Owner,12,761876,409999
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,120000,Diesel,Individual,Manual,First Owner,11,762187,400000
Hyundai i20 Active S Petrol,2016,55838,Petrol,Dealer,Manual,First Owner,9,762199,535000
Hyundai i20 1.2 Asta,2018,10000,Petrol,Individual,Manual,First Owner,15,762337,700000
Maruti Baleno Zeta 1.2,2019,40000,Petrol,Individual,Manual,First Owner,14.76,762539,630000
Maruti Baleno Alpha 1.2,2018,40000,Petrol,Individual,Manual,First Owner,13,762542,690000
Maruti SX4 S Cross DDiS 320 Zeta,2017,90000,Diesel,Individual,Manual,First Owner,10.11,763284,700000
Skoda Superb Elegance 2.0 TDI CR AT,2011,235000,Diesel,Individual,Automatic,First Owner,14,763358,450000
Tata Tigor 1.2 Revotron XZ Option,2018,5000,Petrol,Individual,Manual,First Owner,13.63,763669,570000
Maruti Ciaz ZDi SHVS,2016,60000,Diesel,Individual,Manual,First Owner,13.64,764013,685000
Nissan Sunny XV D Premium Leather,2015,50000,Diesel,Individual,Manual,First Owner,9,764140,450000
Maruti Swift VDI BSIV,2015,32000,Diesel,Individual,Manual,First Owner,15,764224,550000
Ford Ecosport 1.5 DV5 MT Titanium,2014,101504,Diesel,Dealer,Manual,First Owner,11,764455,750000
Maruti Swift Dzire VDi,2008,82000,Diesel,Individual,Manual,Second Owner,13,764628,250000
Toyota Etios Liva 1.4 VD,2017,36000,Diesel,Dealer,Manual,First Owner,14,764806,425000
Hyundai i20 Sportz 1.2,2015,35000,Petrol,Individual,Manual,Second Owner,9,764849,500000
Renault Duster 85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,14.16,765190,450000
Hyundai Grand i10 1.2 CRDi Asta,2018,25000,Diesel,Individual,Manual,First Owner,10,765536,465000
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,44000,Diesel,Dealer,Manual,First Owner,12.38,765767,509999
Maruti Swift DDiS LDI,2016,54000,Diesel,Dealer,Manual,First Owner,9,765784,550000
Chevrolet Aveo 1.4 LT BSIV,2009,48000,Petrol,Individual,Manual,First Owner,13,765872,250000
Maruti Baleno Zeta,2020,1100,Petrol,Individual,Manual,First Owner,13,765945,700000
Hyundai Elite i20 Petrol Magna Exective,2018,11000,Petrol,Individual,Manual,First Owner,9,766624,550000
Honda Amaze S AT i-Vtech,2015,7900,Petrol,Individual,Automatic,First Owner,13,766721,450000
Maruti Swift VDI BSIV,2015,87000,Diesel,Individual,Manual,Third Owner,9,768248,400000
Mahindra XUV500 W8 2WD,2012,102000,Diesel,Individual,Manual,Second Owner,12.09,768454,650000
Maruti Ertiga VDI,2012,120000,Diesel,Individual,Manual,Third Owner,11.46,768519,550000
Maruti Swift Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,9,768637,600000
Tata Xenon XT EX 4X2,2012,80000,Diesel,Individual,Manual,Second Owner,11,768652,400000
Mahindra Scorpio SLE BSIV,2012,90000,Diesel,Individual,Manual,First Owner,9.05,768802,550000
Honda Mobilio S i DTEC,2016,36000,Diesel,Individual,Manual,Second Owner,15,769069,640000
Honda City i DTEC SV,2015,63240,Diesel,Trustmark Dealer,Manual,First Owner,11,769188,575000
Hyundai i20 Active 1.2 SX,2015,46000,Petrol,Individual,Manual,First Owner,13,769816,565000
Mahindra Scorpio VLX 2WD BSIII,2008,120000,Diesel,Individual,Manual,First Owner,11,770041,295000
Toyota Innova 2.5 V Diesel 8-seater,2009,138000,Diesel,Individual,Manual,Third Owner,11,770250,400000
Hyundai Verna 1.6 SX,2012,100000,Diesel,Individual,Manual,First Owner,13.07,770506,600000
Skoda Superb Ambition 2.0 TDI CR AT,2013,88000,Diesel,Dealer,Automatic,First Owner,10,770929,675000
Honda Amaze S AT i-Vtech,2014,15000,Petrol,Individual,Automatic,First Owner,15,771109,400000
Hyundai Xcent 1.2 VTVT S,2018,8000,Petrol,Individual,Manual,First Owner,13.48,771821,500000
Maruti Swift VDI BSIV,2015,60000,Diesel,Individual,Manual,Third Owner,12.42,772011,465000
Volkswagen Vento 1.6 Highline,2012,84775,Petrol,Dealer,Manual,First Owner,12.67,772724,377000
Toyota Etios VD,2014,157000,Diesel,Individual,Manual,Second Owner,12.74,773349,509999
Maruti SX4 S Cross DDiS 320 Zeta,2016,80000,Diesel,Individual,Manual,First Owner,9.8,773506,650000
Ford Endeavour 2.5L 4X2 MT,2009,105000,Diesel,Individual,Manual,Second Owner,10,773709,500000
Maruti Swift VDI BSIV,2014,57000,Diesel,Individual,Manual,Second Owner,13,773911,370000
Honda Amaze VX i-DTEC,2013,30000,Diesel,Individual,Manual,First Owner,13,774045,500000
Volkswagen Vento 1.5 TDI Comfortline,2012,45454,Diesel,Dealer,Manual,First Owner,12.83,775040,390000
Renault Duster 85PS Diesel RxL Plus,2015,90000,Diesel,Individual,Manual,Second Owner,14,775651,500000
Hyundai Xcent 1.2 Kappa SX,2016,35000,Petrol,Individual,Manual,Second Owner,14,776264,450000
Ford Ecosport 1.5 Ti VCT AT Titanium,2014,48000,Petrol,Dealer,Automatic,Second Owner,12,776297,475000
Mahindra XUV500 W6 2WD,2014,151000,Diesel,Individual,Manual,Second Owner,11,776657,600000
Ford Ecosport 1.5 DV5 MT Titanium,2014,49000,Diesel,Individual,Manual,First Owner,9,776752,500000
Tata Tiago 1.05 Revotorq XZ Plus,2018,35000,Diesel,Individual,Manual,First Owner,12.92,777890,400000
Chevrolet Cruze LTZ,2014,52000,Diesel,Dealer,Manual,First Owner,12.13,778281,550000
Mahindra Scorpio S10 7 Seater,2015,50000,Diesel,Individual,Manual,First Owner,10,778640,630000
Maruti Swift Dzire VDI,2018,50000,Diesel,Individual,Manual,First Owner,9,778729,500000
Nissan Sunny XL D,2018,70000,Diesel,Individual,Manual,First Owner,12,778765,500000
Ford Endeavour 2.5L 4X2 MT,2004,93415,Diesel,Dealer,Manual,First Owner,13.16,779162,400000
Maruti Swift Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,12,779614,600000
Maruti Swift VDI BSIV,2014,90000,Diesel,Individual,Manual,Second Owner,14.69,780000,575000
Maruti Swift VDI BSIV,2009,120000,Diesel,Individual,Manual,Second Owner,14,780064,270000
Ford Figo 1.2P Titanium MT,2019,25000,Petrol,Individual,Manual,First Owner,11.61,780096,600000
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,35000,Petrol,Individual,Manual,First Owner,12.29,780402,550000
Mahindra Bolero SLX,2010,50000,Diesel,Individual,Manual,First Owner,12.62,780904,400000
Renault Duster 110PS Diesel RxZ,2013,88473,Diesel,Dealer,Manual,First Owner,9.72,781414,509999
Honda Amaze S Diesel,2015,60000,Diesel,Dealer,Manual,First Owner,14,781577,400000
Honda Amaze VX i-DTEC,2013,53000,Diesel,Individual,Manual,First Owner,12,781716,450000
Maruti Swift Dzire VDI,2018,15000,Diesel,Individual,Manual,First Owner,10.66,781812,720000
Mahindra Scorpio VLS 2.2 mHawk,2009,110000,Diesel,Individual,Manual,Second Owner,15,782110,409999
Maruti Swift Dzire VDI,2015,89000,Diesel,Individual,Manual,First Owner,14,782253,470000
Hyundai i20 Asta 1.4 CRDi,2016,20000,Diesel,Individual,Manual,First Owner,9,782426,680000
Maruti Baleno Zeta 1.2,2016,15000,Petrol,Individual,Manual,First Owner,14,783064,580000
Maruti Swift Dzire 1.2 Vxi BSIV,2014,52000,Petrol,Dealer,Manual,Second Owner,10,783405,395000
Honda Civic 1.8 V MT,2008,90000,Petrol,Individual,Manual,First Owner,15,783548,320000
Ford Fiesta Titanium 1.5 TDCi,2011,80000,Diesel,Individual,Manual,First Owner,14,783584,550000
Maruti Ertiga VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,9,783662,625000
Ford Fiesta Diesel Style,2013,83000,Diesel,Dealer,Manual,First Owner,15,783708,380000
Maruti Wagon R VXI AMT1.2BSIV,2017,9745,Petrol,Dealer,Automatic,First Owner,15,786025,525000
Hyundai i20 Magna 1.2,2016,61000,Petrol,Individual,Manual,First Owner,12,786037,600000
Hyundai Xcent 1.2 CRDi SX,2015,55000,Diesel,Dealer,Manual,First Owner,10,786144,399000
Mahindra Scorpio SLE BSIV,2014,100000,Diesel,Individual,Manual,Second Owner,11,786583,550000
Hyundai i20 Asta 1.4 CRDi,2016,80000,Diesel,Individual,Manual,First Owner,11,786689,430000
Maruti Swift VDI BSIV,2015,70000,Diesel,Individual,Manual,Third Owner,13,786867,450000
Maruti Swift VDI BSIV,2015,100000,Diesel,Individual,Manual,Third Owner,13.21,787487,400000
Mahindra Xylo E4 BS III,2012,60000,Diesel,Individual,Manual,First Owner,12,787786,600000
Mahindra Scorpio M2DI,2008,80000,Diesel,Individual,Manual,Second Owner,9,788504,350000
Volkswagen Polo 1.2 MPI Comfortline,2016,20000,Petrol,Individual,Manual,First Owner,13.7,789288,500000
Ford Figo Diesel Titanium,2012,81632,Diesel,Dealer,Manual,First Owner,9.47,789289,425000
Honda Amaze VX i-DTEC,2016,35000,Diesel,Individual,Manual,First Owner,12.13,789707,700000
Maruti Swift ZDI,2016,64000,Diesel,Dealer,Manual,First Owner,10,790152,685000
Hyundai Creta 1.6 CRDi SX,2016,52600,Diesel,Individual,Manual,First Owner,10,790436,535000
Honda Civic 1.8 S AT,2007,47000,Petrol,Dealer,Automatic,First Owner,12.3,790903,250000
Hyundai Elite i20 Sportz Plus BSIV,2019,13500,Petrol,Individual,Manual,First Owner,9,791152,650000
Maruti Eeco CNG 5 Seater AC BSIV,2019,10000,CNG,Individual,Manual,First Owner,15,791338,470000
Maruti Ritz LXI,2009,15000,Petrol,Individual,Manual,First Owner,12.99,792048,300000
Maruti Ertiga VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,12,792617,625000
Mahindra Scorpio M2DI,2010,90000,Diesel,Individual,Manual,First Owner,13,792829,480000
Ford Aspire Titanium Diesel BSIV,2017,21170,Diesel,Dealer,Manual,First Owner,13,793231,700000
Renault Duster 85PS Diesel RxE,2016,40000,Diesel,Individual,Manual,First Owner,15,793326,500000
Maruti Ritz VDI (ABS) BS IV,2013,40000,Diesel,Individual,Manual,First Owner,9,793832,490000
Ford Figo Aspire 1.5 TDCi Titanium,2016,70000,Diesel,Individual,Manual,First Owner,13.75,793836,400000
Maruti Swift Dzire ZDI,2014,70000,Diesel,Individual,Manual,First Owner,13.27,794284,580000
